tokenized_tweet,lemmatized_tweets
"['irelands', 'economy', 'is', 'booming', 'with', 'vast', 'exchequers', 'surpluses', 'this', 'year', 'and', 'next', 'year', 'yet', 'government', 'is', 'deeply', 'unpopular', 'because', 'of', 'it', 's', 'neoliberal', 'subsidised', 'market', 'housing', 'policies', 'exchequer', 'surplus', 'set', 'to', 'reach', '16', '2', 'billion', 'next', 'year', 'via', 'rtenews']","[ 'irelands ' , 'economy ' , 'is ' , 'booming ' , 'with ' , 'vast ' , 'exchequers ' , 'surpluses ' , 'this ' , 'year ' , 'and ' , 'next ' , 'year ' , 'yet ' , 'government ' , 'is ' , 'deeply ' , 'unpopular ' , 'because ' , 'of ' , 'it ' , 's ' , 'neoliberal ' , 'subsidised ' , 'market ' , 'housing ' , 'policies ' , 'exchequer ' , 'surplus ' , 'set ' , 'to ' , 'reach ' , '16 ' , ' 2 ' , 'billion ' , 'next ' , 'year ' , 'via ' , 'rtenews ' ]"
"['a', 'new', 'low', 'a', 'bit', 'like', 'social', 'housing', 'construction', 'when', 'alan', 'kelly', 'was', 'minister', 'for', 'housing', 'the', 'last', 'time', 'you', 'were', 'in', 'government']","[ ' a ' , 'new ' , 'low ' , ' a ' , 'bit ' , 'like ' , 'social ' , 'housing ' , 'construction ' , 'when ' , 'alan ' , 'kelly ' , 'was ' , 'minister ' , 'for ' , 'housing ' , 'the ' , 'last ' , 'time ' , 'you ' , 'were ' , 'in ' , 'government ' ]"
"['not', 'to', 'be', 'captain', 'obvious', 'but', 'literally', 'just', 'put', 'the', 'surplus', 'towards', 'paying', 'down', 'the', 'debt', 'and', 'invest', 'in', 'some', 'capital', 'infrastructure', 'transport', 'housing', 'and', 'wastewater', 'it', 's', 'totally', 'unreliable', 'and', 'any', 'project', 'that', 'can', 't', 'be', 'delivered', 'within', '2', 'years', 'probably', 'isn', 't', 'worth', 'starting']","[ 'not ' , 'to ' , 'be ' , 'captain ' , 'obvious ' , 'but ' , 'literally ' , 'just ' , 'put ' , 'the ' , 'surplus ' , 'towards ' , 'paying ' , 'down ' , 'the ' , 'debt ' , 'and ' , 'invest ' , 'in ' , 'some ' , 'capital ' , 'infrastructure ' , 'transport ' , 'housing ' , 'and ' , 'wastewater ' , 'it ' , 's ' , 'totally ' , 'unreliable ' , 'and ' , 'any ' , 'project ' , 'that ' , 'can ' , 't ' , 'be ' , 'delivered ' , 'within ' , ' 2 ' , 'years ' , 'probably ' , 'isn ' , 't ' , 'worth ' , 'starting ' ]"
"['yes', 'not', 'free', 'market', 'but', 'subsidised', 'markets', 'where', 'billions', 'of', 'taxpayer', 's', 'are', 'poured', 'on', 'housing', 'distorting', 'the', 'market', 'crowding', 'out', 'new', 'home', 'buyers', 'creating', 'dependency', 'etc', 'but', 'not', 'building', 'keeping', 'public', 'housing']","[ 'yes ' , 'not ' , 'free ' , 'market ' , 'but ' , 'subsidised ' , 'markets ' , 'where ' , 'billions ' , 'of ' , 'taxpayer ' , 's ' , 'are ' , 'poured ' , 'on ' , 'housing ' , 'distorting ' , 'the ' , 'market ' , 'crowding ' , 'out ' , 'new ' , 'home ' , 'buyers ' , 'creating ' , 'dependency ' , 'etc ' , 'but ' , 'not ' , 'building ' , 'keeping ' , 'public ' , 'housing ' ]"
"['residents', 'in', 'two', 'carrick', 'on', 'suir', 'housing', 'estates', 'press', 'council', 'for', 'more', 'car', 'parking', 'spaces']","[ 'residents ' , 'in ' , 'two ' , 'carrick ' , 'on ' , 'suir ' , 'housing ' , 'estates ' , 'press ' , 'council ' , 'for ' , 'more ' , 'car ' , 'parking ' , 'spaces ' ]"
"['residents', 'in', 'two', 'carrick', 'on', 'suir', 'housing', 'estates', 'press', 'council', 'for', 'more', 'car', 'parking', 'spaces']","[ 'residents ' , 'in ' , 'two ' , 'carrick ' , 'on ' , 'suir ' , 'housing ' , 'estates ' , 'press ' , 'council ' , 'for ' , 'more ' , 'car ' , 'parking ' , 'spaces ' ]"
"['government', 'criticised', 'for', 'lack', 'of', 'ambition', 'on', 'housing', 'targets']","[ 'government ' , 'criticised ' , 'for ' , 'lack ' , 'of ' , 'ambition ' , 'on ' , 'housing ' , 'targets ' ]"
"['labour', 'leader', 'ivana', 'bacik', 'said', 'he', 'had', 'reached', 'a', 'new', 'low', 'in', 'ridiculous', 'political', 'point', 'scoring', 'accusing', 'the', 'fine', 'gael', 'leader', 'of', 'being', 'smug', 'smug', 'surely', 'not', 'leo']","[ 'labour ' , 'leader ' , 'ivana ' , 'bacik ' , 'said ' , 'he ' , 'had ' , 'reached ' , ' a ' , 'new ' , 'low ' , 'in ' , 'ridiculous ' , 'political ' , 'point ' , 'scoring ' , 'accusing ' , 'the ' , 'fine ' , 'gael ' , 'leader ' , 'of ' , 'being ' , 'smug ' , 'smug ' , 'surely ' , 'not ' , 'leo ' ]"
"['my', '2', 'states', 'of', 'mind', 'being', 'sick', 'of', 'anything', 'related', 'to', 'housing', 'crisis', 'eviction', 'ban', 'and', 'obsessing', 'about', 'it', 'as', 'i', 'remember', 'im', 'about', 'to', 'become', 'homeless', 'myself']","[ 'my ' , ' 2 ' , 'states ' , 'of ' , 'mind ' , 'being ' , 'sick ' , 'of ' , 'anything ' , 'related ' , 'to ' , 'housing ' , 'crisis ' , 'eviction ' , 'ban ' , 'and ' , 'obsessing ' , 'about ' , 'it ' , 'as ' , ' i ' , 'remember ' , 'im ' , 'about ' , 'to ' , 'become ' , 'homeless ' , 'myself ' ]"
"['sort', 'out', 'the', 'following', 'health', 'care', 'education', 'housing', 'sustainable', 'transport', 'renewable', 'energy']","[ 'sort ' , 'out ' , 'the ' , 'following ' , 'health ' , 'care ' , 'education ' , 'housing ' , 'sustainable ' , 'transport ' , 'renewable ' , 'energy ' ]"
"['join', 'me', 'at', '10pm', 'tonightvmtv', 'we', 'are', 'talking', 'about', 'cannabis', 'and', 'public', 'health', 'should', 'it', 'be', 'legalised', 'what', 'about', 'decriminalisation', 'is', 'that', 'the', 'way', 'to', 'embrace', 'a', 'health', 'led', 'response', 'plus', 'housing', 'targets', 'miss', 'the', 'mark', 'and', 'traffic', 'cutting', 'measures', 'tonightvmtv']","[ 'join ' , 'me ' , 'at ' , '10pm ' , 'tonightvmtv ' , 'we ' , 'are ' , 'talking ' , 'about ' , 'cannabis ' , 'and ' , 'public ' , 'health ' , 'should ' , 'it ' , 'be ' , 'legalised ' , 'what ' , 'about ' , 'decriminalisation ' , 'is ' , 'that ' , 'the ' , 'way ' , 'to ' , 'embrace ' , ' a ' , 'health ' , 'led ' , 'response ' , 'plus ' , 'housing ' , 'targets ' , 'miss ' , 'the ' , 'mark ' , 'and ' , 'traffic ' , 'cutting ' , 'measures ' , 'tonightvmtv ' ]"
"['the', 'house', 'is', 'back', 'and', 'housing', 's', 'item', 'one', 'on', 'the', 'agenda', 'the', 'citizen', 's', 'assembly', 'on', 'drugs', 'will', 'it', 'should', 'it', 'signal', 'a', 'new', 'approach', 'to', 'tackling', 'harm', 'addiction', 'and', 'bye', 'bye', 'biden', 'so', 'what', 'did', 'he', 'get', 'f', 'ilte', 'or', 'fawning', 'paulmcauliffe', 'thomasgouldsf', 'bridsmithtd', 'christinafinn8']","[ 'the ' , 'house ' , 'is ' , 'back ' , 'and ' , 'housing ' , 's ' , 'item ' , 'one ' , 'on ' , 'the ' , 'agenda ' , 'the ' , 'citizen ' , 's ' , 'assembly ' , 'on ' , 'drugs ' , 'will ' , 'it ' , 'should ' , 'it ' , 'signal ' , ' a ' , 'new ' , 'approach ' , 'to ' , 'tackling ' , 'harm ' , 'addiction ' , 'and ' , 'bye ' , 'bye ' , 'biden ' , 'so ' , 'what ' , 'did ' , 'he ' , 'get ' , ' f ' , 'ilte ' , 'or ' , 'fawning ' , 'paulmcauliffe ' , 'thomasgouldsf ' , 'bridsmithtd ' , 'christinafinn8 ' ]"
"['government', 'criticised', 'for', 'lack', 'of', 'ambition', 'on', 'housing', 'targets']","[ 'government ' , 'criticised ' , 'for ' , 'lack ' , 'of ' , 'ambition ' , 'on ' , 'housing ' , 'targets ' ]"
"['sinn', 'f', 'in', 'leader', 'accuses', 'taoiseach', 'of', 'being', 'in', 'a', 'state', 'of', 'denial', 'regarding', 'the', 'housing', 'crisis', 'youtube', 'europe', 'nature', 'wanderlust', 'news']","[ 'sinn ' , ' f ' , 'in ' , 'leader ' , 'accuses ' , 'taoiseach ' , 'of ' , 'being ' , 'in ' , ' a ' , 'state ' , 'of ' , 'denial ' , 'regarding ' , 'the ' , 'housing ' , 'crisis ' , 'youtube ' , 'europe ' , 'nature ' , 'wanderlust ' , 'news ' ]"
"['taoiseach', 'accused', 'of', 'being', 'smug', 'as', 'labour', 'and', 'fg', 'trade', 'blows', 'on', 'housing', 'record', 'youtube', 'travel', 'photography', 'meghanmarkle', 'news']","[ 'taoiseach ' , 'accused ' , 'of ' , 'being ' , 'smug ' , 'as ' , 'labour ' , 'and ' , 'fg ' , 'trade ' , 'blows ' , 'on ' , 'housing ' , 'record ' , 'youtube ' , 'travel ' , 'photography ' , 'meghanmarkle ' , 'news ' ]"
"['i', 'think', 'wed', 'be', 'confident', 'housing', 'dept', 'expects', 'to', 'hit', 'overall', 'housing', 'targets', 'in', '2023', 'youtube', 'news', 'referendum', 'photooftheday', 'dukeandduchessofsussex']","[ ' i ' , 'think ' , 'wed ' , 'be ' , 'confident ' , 'housing ' , 'dept ' , 'expects ' , 'to ' , 'hit ' , 'overall ' , 'housing ' , 'targets ' , 'in ' , '2023 ' , 'youtube ' , 'news ' , 'referendum ' , 'photooftheday ' , 'dukeandduchessofsussex ' ]"
"['spain', 'is', 'aiming', 'to', 'help', 'millions', 'of', 'young', 'adults', 'still', 'living', 'with', 'their', 'parents', 'to', 'rent', 'their', 'own', 'homes', 'by', 'offering', 'them', 'properties', 'abandoned', 'when', 'its', 'housing', 'market', 'collapsed', 'a', 'decade', 'ago', 'how', 'about', 'this', 'for', 'derelictireland']","[ 'spain ' , 'is ' , 'aiming ' , 'to ' , 'help ' , 'millions ' , 'of ' , 'young ' , 'adults ' , 'still ' , 'living ' , 'with ' , 'their ' , 'parents ' , 'to ' , 'rent ' , 'their ' , 'own ' , 'homes ' , 'by ' , 'offering ' , 'them ' , 'properties ' , 'abandoned ' , 'when ' , 'its ' , 'housing ' , 'market ' , 'collapsed ' , ' a ' , 'decade ' , 'ago ' , 'how ' , 'about ' , 'this ' , 'for ' , 'derelictireland ' ]"
"['my', 'speech', 'on', 'the', 'sinnfeinireland', 'housing', 'motion', 'tonight']","[ 'my ' , 'speech ' , 'on ' , 'the ' , 'sinnfeinireland ' , 'housing ' , 'motion ' , 'tonight ' ]"
"['so', 'called', 'value', 'investors', 'waffling', 'about', 'the', 'value', 'of', 'a', 'house', '7k', 'per', 'sqm', 'with', 'a', 'full', 'refurb', 'required', 'lads', 'wouldnt', 'be', 'able', 'to', 'put', 'up', 'a', 'shelf', 'nevermind', 'advise', 'on', 'housing', 'costs', 'useless', 'b', 'stards', 'analysing', 'balance', 'sheets', 'to', 'trading', 'value', 'and', 'thinking', 'theyre', 'genius']","[ 'so ' , 'called ' , 'value ' , 'investors ' , 'waffling ' , 'about ' , 'the ' , 'value ' , 'of ' , ' a ' , 'house ' , '7k ' , 'per ' , 'sqm ' , 'with ' , ' a ' , 'full ' , 'refurb ' , 'required ' , 'lads ' , 'wouldnt ' , 'be ' , 'able ' , 'to ' , 'put ' , 'up ' , ' a ' , 'shelf ' , 'nevermind ' , 'advise ' , 'on ' , 'housing ' , 'costs ' , 'useless ' , ' b ' , 'stards ' , 'analysing ' , 'balance ' , 'sheets ' , 'to ' , 'trading ' , 'value ' , 'and ' , 'thinking ' , 'theyre ' , 'genius ' ]"
"['a', 'labour', 'senator', 'fawning', 'anger', 'and', 'outrage', 'around', 'the', 'housing', 'crisis', 'on', 'the', 'tonight', 'show', 'yet', 'when', 'it', 's', 'pointed', 'out', 'to', 'her', 'that', 'that', 'they', 'had', 'the', 'housing', 'portfolio', 'when', 'in', 'gov', 'with', 'fg', 'she', 'claims', 'it', 'was', 'an', 'inherited', 'problem', 'lab', 'never', 'take', 'responsibility', 'for', 'their', 'failings']","[ ' a ' , 'labour ' , 'senator ' , 'fawning ' , 'anger ' , 'and ' , 'outrage ' , 'around ' , 'the ' , 'housing ' , 'crisis ' , 'on ' , 'the ' , 'tonight ' , 'show ' , 'yet ' , 'when ' , 'it ' , 's ' , 'pointed ' , 'out ' , 'to ' , 'her ' , 'that ' , 'that ' , 'they ' , 'had ' , 'the ' , 'housing ' , 'portfolio ' , 'when ' , 'in ' , 'gov ' , 'with ' , 'fg ' , 'she ' , 'claims ' , 'it ' , 'was ' , 'an ' , 'inherited ' , 'problem ' , 'lab ' , 'never ' , 'take ' , 'responsibility ' , 'for ' , 'their ' , 'failings ' ]"
"['looks', 'like', 'social', 'housing', 'scheme', 'for', 'west', 'belfast', 'given', 'green', 'light', 'at', 'council', 'tonight', 'scheme', 'had', 'been', 'recommended', 'for', 'refusal', 'by', 'planners']","[ 'looks ' , 'like ' , 'social ' , 'housing ' , 'scheme ' , 'for ' , 'west ' , 'belfast ' , 'given ' , 'green ' , 'light ' , 'at ' , 'council ' , 'tonight ' , 'scheme ' , 'had ' , 'been ' , 'recommended ' , 'for ' , 'refusal ' , 'by ' , 'planners ' ]"
"['so', 'much', 'talk', 'about', 'affordable', 'housing', 'and', 'funds', 'getting', 'directed', 'that', 'way', 'i', 'don', 't', 'see', 'much', 'talk', 'about', 'making', 'housing', 'more', 'affordable', 'for', 'people', 'earning', 'just', 'enough', 'to', 'push', 'them', 'out', 'of', 'the', 'affordable', 'housing', 'bracket', 'needs', 'to', 'be', 'more', 'focus', 'on', 'squeezed', 'middle', 'who', 'get', 'no', 'help']","[ 'so ' , 'much ' , 'talk ' , 'about ' , 'affordable ' , 'housing ' , 'and ' , 'funds ' , 'getting ' , 'directed ' , 'that ' , 'way ' , ' i ' , 'don ' , 't ' , 'see ' , 'much ' , 'talk ' , 'about ' , 'making ' , 'housing ' , 'more ' , 'affordable ' , 'for ' , 'people ' , 'earning ' , 'just ' , 'enough ' , 'to ' , 'push ' , 'them ' , 'out ' , 'of ' , 'the ' , 'affordable ' , 'housing ' , 'bracket ' , 'needs ' , 'to ' , 'be ' , 'more ' , 'focus ' , 'on ' , 'squeezed ' , 'middle ' , 'who ' , 'get ' , 'no ' , 'help ' ]"
"['the', 'irish', 'govt', 'having', 'a', 'surplus', 'of', '10', 'billion', 'and', 'despite', 'it', 'underspent', 'on', 'housing', 'theyre', 'on', 'the', 'news', 'now', 'complaining', 'they', 'cant', 'spend', 'it', 'because', 'of', 'not', 'having', 'the', 'people', 'to', 'build', 'houses', 'and', 'having', 'to', 'compete', 'with', 'the', 'private', 'market', 'you', 'have', 'billions', 'why', 'not', 'pay', 'higher']","[ 'the ' , 'irish ' , 'govt ' , 'having ' , ' a ' , 'surplus ' , 'of ' , '10 ' , 'billion ' , 'and ' , 'despite ' , 'it ' , 'underspent ' , 'on ' , 'housing ' , 'theyre ' , 'on ' , 'the ' , 'news ' , 'now ' , 'complaining ' , 'they ' , 'cant ' , 'spend ' , 'it ' , 'because ' , 'of ' , 'not ' , 'having ' , 'the ' , 'people ' , 'to ' , 'build ' , 'houses ' , 'and ' , 'having ' , 'to ' , 'compete ' , 'with ' , 'the ' , 'private ' , 'market ' , 'you ' , 'have ' , 'billions ' , 'why ' , 'not ' , 'pay ' , 'higher ' ]"
"['watch', 'dramatic', 'footage', 'has', 'emerged', 'of', 'a', 'landlord', 'using', 'a', 'circular', 'saw', 'to', 'enter', 'a', 'house', 'at', 'the', 'centre', 'of', 'a', 'dispute', 'the', 'landlord', 'has', 'claimed', 'rent', 'hadnt', 'been', 'paid', 'but', 'the', 'tenant', 'says', 'bank', 'details', 'were', 'changed', 'without', 'his', 'knowledge', 'paulquinnnews', 'reports', 'vmnews', 'housing']","[ 'watch ' , 'dramatic ' , 'footage ' , 'has ' , 'emerged ' , 'of ' , ' a ' , 'landlord ' , 'using ' , ' a ' , 'circular ' , 'saw ' , 'to ' , 'enter ' , ' a ' , 'house ' , 'at ' , 'the ' , 'centre ' , 'of ' , ' a ' , 'dispute ' , 'the ' , 'landlord ' , 'has ' , 'claimed ' , 'rent ' , 'hadnt ' , 'been ' , 'paid ' , 'but ' , 'the ' , 'tenant ' , 'says ' , 'bank ' , 'details ' , 'were ' , 'changed ' , 'without ' , 'his ' , 'knowledge ' , 'paulquinnnews ' , 'reports ' , 'vmnews ' , 'housing ' ]"
"['with', 'joe', 'mchugh', 'eoghan', 'murphy', 'brendan', 'griffin', '4', 'respected', 'finegael', 'tds', 'have', 'bowed', 'out', 'having', 'gone', 'left', 'on', 'all', 'issues', 'but', 'housing', 'where', 'ironically', 'ppl', 'want', 'left', 'policies', 'fg', 'cant', 'rely', 'on', 'its', 'brand', 'but', 'needs', 'to', 'rely', 'on', 'its', 'tds', 'personal', 'voter', 'appeal', 'so', 'this', 'isnt', 'great', 'news']","[ 'with ' , 'joe ' , 'mchugh ' , 'eoghan ' , 'murphy ' , 'brendan ' , 'griffin ' , ' 4 ' , 'respected ' , 'finegael ' , 'tds ' , 'have ' , 'bowed ' , 'out ' , 'having ' , 'gone ' , 'left ' , 'on ' , 'all ' , 'issues ' , 'but ' , 'housing ' , 'where ' , 'ironically ' , 'ppl ' , 'want ' , 'left ' , 'policies ' , 'fg ' , 'cant ' , 'rely ' , 'on ' , 'its ' , 'brand ' , 'but ' , 'needs ' , 'to ' , 'rely ' , 'on ' , 'its ' , 'tds ' , 'personal ' , 'voter ' , 'appeal ' , 'so ' , 'this ' , 'isnt ' , 'great ' , 'news ' ]"
"['south', 'east', 'set', 'to', 'have', '2', '6bn', 'surplus', 'to', 'add', 'to', 'home', 'businesses', '23bn', 'in', 'south', 'east', 'what', 'five', 'things', 'would', 'councillors', 'spend', 'some', 'of', 'this', 'on', 'to', 'improve', 'outcomes', 'given', 'not', 'one', 'put', 'cash', 'usage', 'as', 'debt', 'or', 'equity', 'into', 'county', 'economic', 'housing', 'climate', 'community', 'plans']","[ 'south ' , 'east ' , 'set ' , 'to ' , 'have ' , ' 2 ' , '6bn ' , 'surplus ' , 'to ' , 'add ' , 'to ' , 'home ' , 'businesses ' , '23bn ' , 'in ' , 'south ' , 'east ' , 'what ' , 'five ' , 'things ' , 'would ' , 'councillors ' , 'spend ' , 'some ' , 'of ' , 'this ' , 'on ' , 'to ' , 'improve ' , 'outcomes ' , 'given ' , 'not ' , 'one ' , 'put ' , 'cash ' , 'usage ' , 'as ' , 'debt ' , 'or ' , 'equity ' , 'into ' , 'county ' , 'economic ' , 'housing ' , 'climate ' , 'community ' , 'plans ' ]"
"['repeat', 'after', 'me', 'social', 'housing', 'tenants', 'pay', 'rent', 'hap', 'is', 'government', 'sanctioned', 'landlord', 'social', 'welfare']","[ 'repeat ' , 'after ' , 'me ' , 'social ' , 'housing ' , 'tenants ' , 'pay ' , 'rent ' , 'hap ' , 'is ' , 'government ' , 'sanctioned ' , 'landlord ' , 'social ' , 'welfare ' ]"
"['d', 'il', 'topical', 'issue', '2', 'deputy', 'danny', 'healy', 'rae', 'td', 'dannyhealyrae', 'to', 'the', 'minister', 'for', 'housing', 'local', 'government', 'and', 'heritage', 'to', 'discuss', 'the', 'imposition', 'of', 'the', 'vacant', 'land', 'tax', 'on', 'active', 'family', 'farms', 'adjacent', 'to', 'towns', 'seeforyourself']","[ 'd ' , 'il ' , 'topical ' , 'issue ' , ' 2 ' , 'deputy ' , 'danny ' , 'healy ' , 'rae ' , 'td ' , 'dannyhealyrae ' , 'to ' , 'the ' , 'minister ' , 'for ' , 'housing ' , 'local ' , 'government ' , 'and ' , 'heritage ' , 'to ' , 'discuss ' , 'the ' , 'imposition ' , 'of ' , 'the ' , 'vacant ' , 'land ' , 'tax ' , 'on ' , 'active ' , 'family ' , 'farms ' , 'adjacent ' , 'to ' , 'towns ' , 'seeforyourself ' ]"
"['lets', 'invite', 'all', 'these', 'economic', 'migrants', 'to', 'ireland', 'and', 'worsen', 'our', 'housing', 'and', 'health', 'sector', 'tyranny']","[ 'lets ' , 'invite ' , 'all ' , 'these ' , 'economic ' , 'migrants ' , 'to ' , 'ireland ' , 'and ' , 'worsen ' , 'our ' , 'housing ' , 'and ' , 'health ' , 'sector ' , 'tyranny ' ]"
"['how', 'come', 'mcculld', 'was', 'foaming', 'at', 'the', 'mouth', 'with', 'indignation', 'when', 'interviewing', 'mary', 'lou', 'mcdonald', 'yesterday', 'yet', 'the', 'man', 'presiding', 'over', 'the', 'worst', 'housing', 'crisis', 'in', 'the', 'history', 'of', 'the', 'state', 'gets', 'a', 'cosy', 'pre', 'recorded', 'interview', 'and', 'they', 're', 'asking', 'for', 'an', 'increase', 'to', 'the', 'tv', 'licence']","[ 'how ' , 'come ' , 'mcculld ' , 'was ' , 'foaming ' , 'at ' , 'the ' , 'mouth ' , 'with ' , 'indignation ' , 'when ' , 'interviewing ' , 'mary ' , 'lou ' , 'mcdonald ' , 'yesterday ' , 'yet ' , 'the ' , 'man ' , 'presiding ' , 'over ' , 'the ' , 'worst ' , 'housing ' , 'crisis ' , 'in ' , 'the ' , 'history ' , 'of ' , 'the ' , 'state ' , 'gets ' , ' a ' , 'cosy ' , 'pre ' , 'recorded ' , 'interview ' , 'and ' , 'they ' , 're ' , 'asking ' , 'for ' , 'an ' , 'increase ' , 'to ' , 'the ' , 'tv ' , 'licence ' ]"
"['not', 'one', 'modular', 'home', 'ready', 'for', 'ukrainian', 'refugees', 'as', 'government', 'way', 'off', 'target', 'of', '700', 'via', 'thejournal', 'ie', 'not', 'one', 'home', 'has', 'been', 'delivered', 'yet']","[ 'not ' , 'one ' , 'modular ' , 'home ' , 'ready ' , 'for ' , 'ukrainian ' , 'refugees ' , 'as ' , 'government ' , 'way ' , 'off ' , 'target ' , 'of ' , '700 ' , 'via ' , 'thejournal ' , 'ie ' , 'not ' , 'one ' , 'home ' , 'has ' , 'been ' , 'delivered ' , 'yet ' ]"
"['council', 'guts', 'tenant', 's', 'home', 'while', 'he', 'is', 'in', 'hospital', 'older', 'man', 'left', 'with', 'nothing', 'after', 'belongings', 'and', 'items', 'of', 'sentimental', 'value', 'cleared', 'from', 'dcc', 'flat']","[ 'council ' , 'guts ' , 'tenant ' , 's ' , 'home ' , 'while ' , 'he ' , 'is ' , 'in ' , 'hospital ' , 'older ' , 'man ' , 'left ' , 'with ' , 'nothing ' , 'after ' , 'belongings ' , 'and ' , 'items ' , 'of ' , 'sentimental ' , 'value ' , 'cleared ' , 'from ' , 'dcc ' , 'flat ' ]"
"['decision', 'time', 'is', 'delighted', 'to', 'be', 'exhibiting', 'and', 'speaking', 'at', 'the', 'housing', 'grc', 'conference', 'on', '18th', 'may', '2023', 'at', 'the', 'british', 'motor', 'museum', 'warwickshire', 'follow', 'the', 'link', 'to', 'find', 'out', 'more', 'about', 'the', 'conference', 'housingsector', 'governance', 'riskmanagement']","[ 'decision ' , 'time ' , 'is ' , 'delighted ' , 'to ' , 'be ' , 'exhibiting ' , 'and ' , 'speaking ' , 'at ' , 'the ' , 'housing ' , 'grc ' , 'conference ' , 'on ' , '18th ' , 'may ' , '2023 ' , 'at ' , 'the ' , 'british ' , 'motor ' , 'museum ' , 'warwickshire ' , 'follow ' , 'the ' , 'link ' , 'to ' , 'find ' , 'out ' , 'more ' , 'about ' , 'the ' , 'conference ' , 'housingsector ' , 'governance ' , 'riskmanagement ' ]"
"['businesses', 'in', 'the', 'hospitality', 'sector', 'say', 'they', 'need', 'government', 'supports', 'to', 'mitigate', 'the', 'financial', 'hit', 'theyre', 'seeing', 'as', 'a', 'result', 'of', 'the', 'block', 'booking', 'of', 'hotels', 'and', 'other', 'tourist', 'accommodation', 'to', 'house', 'refugees']","[ 'businesses ' , 'in ' , 'the ' , 'hospitality ' , 'sector ' , 'say ' , 'they ' , 'need ' , 'government ' , 'supports ' , 'to ' , 'mitigate ' , 'the ' , 'financial ' , 'hit ' , 'theyre ' , 'seeing ' , 'as ' , ' a ' , 'result ' , 'of ' , 'the ' , 'block ' , 'booking ' , 'of ' , 'hotels ' , 'and ' , 'other ' , 'tourist ' , 'accommodation ' , 'to ' , 'house ' , 'refugees ' ]"
"['outsourced', 'immigration', 'control', 'is', 'always', 'problematic', 'another', 'implication', 'of', 'the', 'housing', 'crisis', 'and', 'botched', 'response', 'travellers', 'to', 'ireland', 'paying', 'again', 'for', 'failures', 'in', 'this', 'area']","[ 'outsourced ' , 'immigration ' , 'control ' , 'is ' , 'always ' , 'problematic ' , 'another ' , 'implication ' , 'of ' , 'the ' , 'housing ' , 'crisis ' , 'and ' , 'botched ' , 'response ' , 'travellers ' , 'to ' , 'ireland ' , 'paying ' , 'again ' , 'for ' , 'failures ' , 'in ' , 'this ' , 'area ' ]"
"['europe', 's', 'decade', 'long', 'housing', 'boom', 'grinds', 'to', 'a', 'halt', 'europe', 'letter', 'the', 'end', 'of', 'the', 'cheap', 'money', 'era', 'has', 'frozen', 'real', 'estate', 'sales', 'and', 'tipped', 'prices', 'downwards']","[ 'europe ' , 's ' , 'decade ' , 'long ' , 'housing ' , 'boom ' , 'grinds ' , 'to ' , ' a ' , 'halt ' , 'europe ' , 'letter ' , 'the ' , 'end ' , 'of ' , 'the ' , 'cheap ' , 'money ' , 'era ' , 'has ' , 'frozen ' , 'real ' , 'estate ' , 'sales ' , 'and ' , 'tipped ' , 'prices ' , 'downwards ' ]"
"['small', 'investment', 'firm', 'snaps', 'up', '14m', 'of', 'homes', 'in', 'two', 'years', 'arena', 'capital', 'has', 'bought', 'residential', 'property', 'in', 'ireland', 'with', 'a', 'view', 'to', 'lease', 'the', 'units', 'to', 'councils', 'for', 'social', 'housing']","[ 'small ' , 'investment ' , 'firm ' , 'snaps ' , 'up ' , '14m ' , 'of ' , 'homes ' , 'in ' , 'two ' , 'years ' , 'arena ' , 'capital ' , 'has ' , 'bought ' , 'residential ' , 'property ' , 'in ' , 'ireland ' , 'with ' , ' a ' , 'view ' , 'to ' , 'lease ' , 'the ' , 'units ' , 'to ' , 'councils ' , 'for ' , 'social ' , 'housing ' ]"
"['west', 'belfast', 'partnerships', 'housing', 'environment', 'planning', 'committee', 'at', 'a', 'recent', 'site', 'visit', 'to', 'see', 'the', 'progress', 'of', 'the', 'new', 'belfast', 'grand', 'central', 'station', 'this', 'is', 'a', 'fantastic', 'and', 'welcome', 'addition', 'to', 'our', 'public', 'transport', 'system', 'and', 'our', 'local', 'economy']","[ 'west ' , 'belfast ' , 'partnerships ' , 'housing ' , 'environment ' , 'planning ' , 'committee ' , 'at ' , ' a ' , 'recent ' , 'site ' , 'visit ' , 'to ' , 'see ' , 'the ' , 'progress ' , 'of ' , 'the ' , 'new ' , 'belfast ' , 'grand ' , 'central ' , 'station ' , 'this ' , 'is ' , ' a ' , 'fantastic ' , 'and ' , 'welcome ' , 'addition ' , 'to ' , 'our ' , 'public ' , 'transport ' , 'system ' , 'and ' , 'our ' , 'local ' , 'economy ' ]"
